10,10,3,3,7,3,0,5,2,9,638
7,1,9,9,3,6,6,0,7,3,1052
0,9,6,10,8,1,5,9,9,1,456
2,6,8,5,9,10,6,1,4,1,601
5,9,4,7,9,3,4,0,1,6,1037
1,6,2,5,1,3,4,8,4,7,1150
2,6,3,3,3,2,1,6,3,6,469
9,0,7,3,5,9,8,8,2,8,931
10,3,1,2,8,8,6,5,4,8,398
4,10,3,4,10,9,5,8,10,3,660
1,5,5,6,1,0,3,8,5,2,545
3,3,3,3,9,5,6,10,10,0,623
3,2,7,5,5,10,8,6,2,6,1290
9,2,3,2,5,9,3,8,10,2,560
4,6,8,8,2,2,0,9,0,8,666
2,6,5,4,5,5,9,5,1,8,703
9,2,5,0,5,9,4,4,10,3,458
4,4,5,9,6,0,10,4,4,3,1230
9,8,6,1,10,2,3,1,3,10,502
0,7,1,2,5,5,1,1,2,4,274
6,5,3,7,8,8,1,6,3,5,505
10,7,1,7,7,10,3,1,2,0,958
9,9,10,3,9,7,7,4,6,9,1158
7,8,8,6,8,1,3,0,0,0,661
8,8,8,8,9,8,9,4,0,5,1391
8,9,1,8,0,10,5,3,2,6,365
9,6,7,0,5,2,6,0,6,9,1094
7,1,0,6,8,8,3,4,9,1,848
3,2,1,4,9,0,4,2,4,8,565
9,10,3,10,0,10,2,6,7,9,1296
6,3,4,8,6,0,3,1,4,5,385
6,1,10,2,7,8,10,0,2,3,1142
10,6,6,0,0,10,8,6,6,3,1151
6,6,0,8,8,2,10,2,10,10,1207
0,0,1,1,0,1,9,0,6,8,1051
8,8,2,2,8,8,2,7,2,6,601
0,1,6,8,4,5,6,5,0,3,436
5,1,9,0,1,7,7,1,6,4,368
9,8,9,8,3,4,9,5,2,6,840
3,4,4,10,0,5,10,4,9,10,736
8,10,8,1,9,7,4,6,10,6,956
0,1,2,5,7,5,0,1,3,5,1128
4,2,9,6,6,5,3,7,2,10,332
4,0,0,4,6,3,6,7,6,6,363
2,7,9,8,8,3,0,5,6,7,843
8,2,3,4,7,5,0,1,5,0,1130
9,0,4,7,4,3,1,1,4,8,793
0,3,7,5,7,1,4,6,0,6,727
1,6,5,8,6,7,9,2,6,1,803
0,6,10,7,1,9,5,2,5,10,891
7,10,3,1,3,6,0,1,6,6,695
6,10,3,5,10,5,7,3,2,5,453
5,8,1,3,0,0,5,6,0,1,670
8,6,4,5,9,1,0,10,3,2,1050
7,6,3,10,7,5,0,2,8,4,502
0,2,5,3,7,2,8,7,10,9,1033
2,10,0,6,4,3,3,3,1,2,650
10,0,10,1,5,0,7,9,5,7,581
3,10,0,9,10,9,4,1,7,2,1105
5,3,8,6,8,0,8,5,9,8,986
9,1,7,5,3,6,1,4,0,3,867
6,2,5,1,7,0,5,4,0,6,1172
10,3,7,5,5,0,0,10,2,0,685
6,3,4,9,7,5,9,6,1,2,717
5,0,6,7,1,0,9,8,4,6,1293
3,7,2,8,10,3,7,6,9,9,614
1,7,8,3,5,3,1,1,9,0,1109
7,0,8,1,7,7,7,2,5,7,1121
8,6,3,9,7,4,3,10,8,0,1099
2,6,5,4,2,6,2,5,0,6,793
0,4,5,3,7,7,1,1,1,2,793
10,3,1,7,10,1,5,2,8,2,811
2,1,6,9,7,4,0,2,2,7,399
2,10,3,0,7,0,5,1,4,2,602
3,7,2,10,3,4,8,1,4,2,604
9,1,5,4,2,8,10,9,1,5,1184
10,3,3,3,6,6,3,10,9,4,1146
3,9,10,4,2,4,5,3,2,2,864
5,6,2,10,9,6,5,10,7,10,884
4,3,1,4,5,8,9,10,8,9,659
3,7,4,6,5,4,8,6,8,6,327
9,3,3,1,4,3,0,6,9,6,261
8,3,9,5,5,3,0,5,8,9,309
5,1,0,10,7,3,0,9,4,0,272
8,4,8,8,3,6,4,7,6,0,366
3,3,5,7,8,9,4,1,1,2,243
5,9,10,8,2,2,8,7,10,3,405
7,8,2,8,7,1,3,4,3,8,293
2,8,7,8,5,8,0,0,8,3,243
4,6,8,9,3,6,3,10,3,9,352
2,4,1,7,2,3,10,1,1,3,204
2,7,5,6,7,4,8,8,9,8,360
8,3,0,10,9,2,5,4,3,10,307
1,1,9,10,6,10,4,4,10,7,316
8,2,0,6,9,4,4,0,5,1,244
6,3,10,4,0,2,0,9,3,6,277
7,1,7,9,10,2,9,3,8,2,378
3,9,10,9,5,5,7,7,1,7,374
9,1,1,9,10,5,8,3,10,7,365
5,10,0,2,1,7,9,2,1,9,235
3,5,10,10,4,9,9,7,8,1,410
1,4,7,2,6,4,6,4,4,7,243
5,4,1,1,5,3,5,8,8,0,274
8,7,4,0,0,8,2,2,4,8,219
6,9,6,3,10,3,7,9,0,1,380
8,0,2,6,4,6,9,1,9,9,290
0,7,4,3,0,0,1,3,8,0,151
9,6,7,9,1,5,10,10,4,2,440
10,0,3,3,9,7,7,9,9,2,396
2,5,8,8,10,2,9,0,8,5,319
3,9,8,7,4,5,5,0,3,1,264
3,8,0,6,10,6,9,6,1,4,320
9,9,8,2,4,7,1,5,7,2,334
6,6,1,7,9,3,8,7,3,10,348
10,3,6,2,2,7,1,6,9,6,306
8,7,3,2,2,7,0,1,6,9,215
4,6,5,2,0,10,1,1,9,6,201
9,9,9,1,0,0,5,2,4,8,280
7,3,1,9,5,1,9,1,0,5,261
2,1,8,4,6,4,9,1,0,0,235
8,5,0,5,9,8,1,8,6,8,325
10,6,8,1,8,3,9,8,5,6,421
7,9,0,7,6,10,10,9,9,0,429
2,0,2,0,5,3,10,6,3,10,225
2,5,1,2,0,2,2,8,4,10,182
7,2,10,8,2,3,2,8,3,0,327
2,3,1,4,1,4,5,9,10,2,254
7,7,1,4,1,1,7,3,4,5,247
3,3,10,1,6,7,0,5,6,0,252
3,8,5,10,4,0,1,5,3,3,259
4,2,6,10,9,8,4,3,5,5,312
7,5,5,4,9,8,1,1,1,7,254
10,10,3,7,0,6,9,1,6,5,337
2,6,10,3,5,7,10,10,10,3,409
0,7,0,6,10,10,6,0,8,4,241
0,0,4,10,0,9,5,8,6,3,259
1,1,2,8,6,2,4,4,9,3,227
0,5,1,6,1,6,7,3,9,9,214
3,3,9,4,0,2,9,9,2,10,308
10,0,7,9,7,10,9,10,7,0,475
8,9,7,0,0,7,5,4,5,4,295
1,3,10,3,9,2,10,7,9,10,359
7,7,9,8,4,7,2,3,2,5,315
10,1,5,6,9,4,3,6,5,5,346
5,9,6,5,7,9,5,3,8,2,338
2,1,1,6,3,7,9,10,6,10,303
3,6,10,7,6,3,10,1,5,3,327
4,0,5,5,2,1,8,7,8,6,286
0,10,0,9,9,9,3,0,6,7,233
9,5,4,6,2,0,10,1,3,9,293
1,8,7,2,5,2,8,1,0,5,221
2,10,0,0,7,2,6,1,10,5,216
8,6,9,10,8,7,4,9,1,6,428
5,3,6,3,10,2,0,3,7,4,249
4,7,10,9,5,3,1,10,7,7,374
8,3,5,7,2,9,1,4,4,4,275
0,2,10,1,6,2,1,10,5,6,256
2,8,8,7,5,4,4,3,6,6,286
1,1,1,4,1,2,10,3,5,9,188
10,1,4,3,6,0,4,2,1,9,243
0,9,1,0,6,10,0,2,0,9,138
0,3,3,0,0,5,2,4,9,3,143
1,0,7,8,10,9,8,1,1,6,272
7,1,2,1,4,9,2,4,3,3,214
5,0,2,0,6,10,1,4,3,2,190
3,1,7,5,3,8,1,1,1,7,178
4,9,10,3,10,0,6,3,9,3,347
10,1,9,10,6,4,5,10,9,1,452
9,10,10,10,3,5,10,0,10,4,423
2,10,4,10,4,5,6,1,0,3,255
5,6,4,2,4,0,8,3,1,4,242
5,3,9,3,1,8,5,5,10,7,306
4,1,10,0,1,9,6,6,9,9,292
10,0,8,0,4,1,1,6,7,10,279
4,4,10,10,3,3,2,2,8,6,285
0,4,7,0,5,2,6,1,7,8,191
4,3,5,7,8,3,9,2,4,3,297
4,3,8,2,7,10,9,1,7,4,305
2,8,9,7,1,6,9,4,7,6,329
9,5,4,5,10,1,5,8,0,2,356
4,0,0,6,2,0,1,3,1,4,130
4,4,3,7,7,8,10,0,8,4,301
8,10,1,1,8,10,3,8,6,4,349
3,7,0,6,7,4,4,0,0,7,187
3,9,1,4,7,3,5,7,8,10,299
8,6,8,0,7,9,4,7,2,5,345
7,4,1,3,7,0,2,1,10,4,223
7,8,5,9,6,8,4,6,1,1,355
2,5,0,3,2,4,3,3,7,3,169
7,0,1,9,4,6,7,10,9,3,365
8,4,8,6,5,1,2,1,6,1,275
7,0,4,4,9,6,7,6,3,1,322
9,5,1,3,5,4,9,4,3,3,306
3,2,7,10,6,8,6,1,5,9,287
4,7,0,6,1,6,6,0,6,7,207
9,7,10,1,8,4,8,5,10,4,415
9,0,1,6,4,1,3,0,0,10,184
0,1,0,0,2,5,7,4,9,6,164
0,7,4,0,1,2,8,6,8,6,231
7,10,4,7,5,8,0,4,9,5,320
2,5,8,4,10,8,9,3,2,10,319
6,3,3,7,6,9,2,4,4,9,273
6,8,4,10,9,10,9,0,4,8,360
0,10,5,9,6,3,8,10,9,10,384
8,2,8,1,6,4,0,7,1,4,274
5,6,10,6,10,9,8,8,2,0,425
9,3,9,8,5,5,7,10,4,9,433
7,3,9,1,9,3,9,4,2,0,337
1,0,5,5,3,2,9,3,0,10,201
0,5,8,5,8,3,4,7,10,7,310
0,1,4,1,7,6,9,5,10,0,261
5,2,1,4,7,4,10,6,0,10,285
0,7,8,10,5,9,2,9,7,10,342
7,2,2,1,0,10,0,4,6,6,194
9,7,4,7,2,5,4,9,9,5,380
2,10,3,4,5,6,10,2,10,0,303
1,9,6,7,4,10,10,0,2,7,281
9,3,3,8,3,0,5,6,1,10,296
6,3,5,4,3,3,7,8,9,0,333
5,4,1,6,7,4,1,4,6,4,239
4,3,5,0,9,4,8,1,9,0,266
7,2,4,8,8,4,10,4,9,10,372
0,6,5,2,7,2,8,9,6,10,303
0,0,1,4,0,0,6,10,4,4,195
1,5,7,6,10,3,5,8,1,0,313
2,4,5,10,5,8,4,2,9,9,277
1,8,4,0,9,10,0,9,6,7,276
8,0,2,9,1,3,0,8,10,7,283
6,6,1,1,4,6,6,3,9,3,259
1,9,0,3,4,9,1,0,10,10,172
2,3,1,3,1,5,9,2,8,9,205
1,9,5,9,2,0,2,6,8,2,264
0,3,3,2,6,3,9,2,4,3,201
4,8,10,5,0,3,1,3,4,8,243
4,2,1,3,3,8,0,1,6,0,151
2,0,10,9,10,6,10,0,10,10,342
0,7,7,5,10,6,2,6,6,2,292
1,6,1,7,1,4,9,10,2,0,287
1,0,5,2,2,1,10,4,3,6,204
5,10,2,0,10,6,4,4,8,3,296
8,4,10,10,4,10,9,10,2,0,464
6,0,10,7,4,5,3,8,0,3,315
1,7,2,4,9,9,10,4,0,5,284
10,4,4,3,1,2,4,10,7,8,338
1,8,3,5,0,1,9,8,2,6,264
4,7,4,8,5,9,1,2,1,5,240
2,4,6,9,10,4,1,10,9,7,352
5,9,8,6,3,6,1,1,1,1,245
9,2,10,8,3,7,1,0,4,8,281
2,8,9,9,5,10,4,4,6,8,333
9,8,5,8,8,6,1,4,1,1,331
8,9,9,1,8,8,9,7,1,7,412
7,1,4,9,4,9,2,3,9,7,290
7,1,0,3,4,4,9,5,8,0,283
5,9,2,6,5,5,5,6,8,7,322
9,10,3,4,3,8,1,8,1,1,319
4,10,4,8,4,3,8,5,10,7,353
4,7,6,7,2,7,9,8,4,7,360
4,4,5,3,1,3,1,9,8,7,258
3,9,7,8,9,5,7,10,5,4,417
0,2,4,3,2,1,5,6,3,7,183
7,8,6,8,9,3,10,0,3,0,355
10,0,4,8,1,9,7,9,2,6,363
8,0,8,9,10,2,3,1,1,6,294
8,10,0,7,5,4,4,3,2,9,284
8,7,7,10,5,7,0,5,8,2,357
8,2,4,9,7,10,0,10,6,4,368
8,6,5,8,9,6,5,2,2,5,333
6,4,8,8,5,8,4,8,7,6,378
6,10,0,9,3,4,2,0,3,3,222
7,10,2,1,2,3,0,9,5,9,271
7,3,1,0,10,6,3,2,2,1,222
9,7,4,10,9,2,8,0,8,7,369
5,8,3,9,3,2,2,9,2,5,303
4,5,9,1,2,2,0,6,8,1,244
0,0,7,9,2,10,4,0,7,5,205
6,5,10,2,4,3,8,9,2,7,362
7,5,10,5,4,4,1,8,0,4,319
10,6,4,6,9,7,6,9,6,1,431
0,8,7,6,0,9,7,7,2,6,286
0,9,5,10,1,6,6,10,10,6,352
2,4,0,3,6,4,9,7,7,5,276
5,4,3,3,7,7,7,4,5,10,288
7,10,8,2,1,3,3,5,9,4,313
7,8,5,8,0,7,0,6,10,9,314
3,6,5,8,6,7,7,6,6,4,340
1,9,3,8,2,8,6,7,1,0,282
0,1,9,5,6,1,0,7,5,0,227
7,3,3,8,6,7,6,0,8,10,291
2,0,8,8,6,9,6,3,3,0,277
10,3,10,2,5,9,7,8,6,5,414
3,0,8,10,7,5,1,7,3,8,293
3,0,2,10,7,3,3,10,10,1,319
7,9,10,0,5,0,5,6,2,10,323
6,1,6,6,6,5,1,0,4,2,218
9,2,5,6,3,5,4,8,10,2,356
10,1,7,10,10,0,8,8,3,6,430
3,5,10,8,6,10,4,9,3,9,373
9,1,10,3,7,1,8,7,9,3,398
3,3,6,9,0,4,10,8,8,9,345
9,3,7,0,4,3,3,3,9,10,277
8,3,3,2,10,5,2,3,10,9,289
0,3,4,9,1,0,2,4,7,4,187
2,6,9,7,0,5,6,1,5,2,248
1,2,10,9,4,5,3,3,4,2,253
9,9,4,6,3,1,3,4,4,1,300
4,0,7,4,1,6,6,2,3,9,217
2,8,3,8,4,9,6,3,3,3,270
7,0,9,5,3,9,9,5,5,0,350
6,5,10,5,8,10,0,5,1,0,317
7,4,3,2,4,3,10,9,8,6,358
0,5,2,8,1,5,8,1,8,10,214
